Model,Previous_treatment,Drug,Concentration,Raw Data,Viability,Response
1022,CT,Olaparib,10,115202,41.81567636,58.18432364
1022,CT,Olaparib,3,230906,83.88439562,16.11560438
1022,CT,Olaparib,1,180587,65.58895307,34.41104693
1022,CT,Olaparib,0.3,327159,118.8809423,0
1022,CT,Olaparib,0.1,271292,98.56830712,1.431692885
1022,CT,Olaparib,0.03,260335,94.58446078,5.415539225
1022,CT,Olaparib,0.01,178259,64.74251752,35.25748248
1022,CT,AZD1775,10,6448,2.273901707,97.72609829
1022,CT,AZD1775,3,11319,4.044944467,95.95505553
1022,CT,AZD1775,1,17333,6.231569628,93.76843037
1022,CT,AZD1775,0.3,70804,25.67304518,74.32695482
1022,CT,AZD1775,0.1,213788,77.66047651,22.33952349
1022,CT,AZD1775,0.03,333291,121.110471,0
1022,CT,AZD1775,0.01,272893,99.15041335,0.849586652
1022,CT,BMN-673,10,61250,22.19931442,77.80068558
1022,CT,BMN-673,3,65592,23.77801852,76.22198148
1022,CT,BMN-673,1,78501,28.47159089,71.52840911
1022,CT,BMN-673,0.3,86823,31.49737981,68.50262019
1022,CT,BMN-673,0.1,84442,30.63167404,69.36832596
1022,CT,BMN-673,0.03,118952,43.17913568,56.82086432
1022,CT,BMN-673,0.01,167113,60.68995283,39.31004717
1022,CT,BMN-673,10,64918,23.53295943,76.46704057
1022,CT,BMN-673,3,73124,26.51657201,73.48342799
1022,CT,BMN-673,1,75862,27.51207911,72.48792089
1022,CT,BMN-673,0.3,107873,39.15093146,60.84906854
1022,CT,BMN-673,0.1,87277,31.66244928,68.33755072
1022,CT,BMN-673,0.03,143795,52.21178099,47.78821901
1022,CT,BMN-673,0.01,165637,60.15329525,39.84670475
1022,CT,AZD8055,10,6452,2.275356064,97.72464394
1022,CT,AZD8055,3,4627,1.611805861,98.38819414
1022,CT,AZD8055,1,9374,3.337763566,96.66223643
1022,CT,AZD8055,0.3,15562,5.58765324,94.41234676
1022,CT,AZD8055,0.1,198914,72.25245146,27.74754854
1022,CT,AZD8055,0.03,176483,64.09678319,35.90321681
1022,CT,AZD8055,0.01,303021,110.1046273,0
1022,CT,Paclitaxel,10,27277,9.847100157,90.15289984
1022,CT,Paclitaxel,3,24009,8.658890808,91.34110919
1022,CT,Paclitaxel,1,21775,7.846632642,92.15336736
1022,CT,Paclitaxel,0.3,39218,14.18871822,85.81128178
1022,CT,Paclitaxel,0.1,68110,24.69353601,75.30646399
1022,CT,Paclitaxel,0.03,149403,54.25078895,45.74921105
1022,CT,Paclitaxel,0.01,382768,139.0997714,0
1022,CT,Carboplatin,10,11539,4.124934081,95.87506592
1022,CT,Carboplatin,3,70951,25.72649279,74.27350721
1022,CT,Carboplatin,1,110740,40.19334156,59.80665844
1022,CT,Carboplatin,0.3,159353,57.86850101,42.13149899
1022,CT,Carboplatin,0.1,275584,100.1288318,0
1022,CT,Carboplatin,0.03,262313,95.30364012,4.696359882
1022,CT,Carboplatin,0.01,232041,84.2970693,15.7029307
1022,CT,Olaparib,10,95674,34.7155074,65.2844926
1022,CT,Olaparib,3,186788,67.8435694,32.1564306
1022,CT,Olaparib,1,192885,70.06037246,29.93962754
1022,CT,Olaparib,0.3,222742,80.91605378,19.08394622
1022,CT,Olaparib,0.1,262834,95.49307007,4.506929933
1022,CT,Olaparib,0.03,253181,91.98334398,8.016656019
1022,CT,Olaparib,0.01,327599,119.0409215,0
1022,CT,AZD1775,10,4319,1.499820402,98.5001796
1022,CT,AZD1775,3,13478,4.829933447,95.17006655
1022,CT,AZD1775,1,15651,5.620012674,94.37998733
1022,CT,AZD1775,0.3,66926,24.26304645,75.73695355
1022,CT,AZD1775,0.1,145816,52.94659466,47.05340534
1022,CT,AZD1775,0.03,260929,94.80043273,5.199567268
1022,CT,AZD1775,0.01,225919,82.07117652,17.92882348
1022,CT,AZD6738,10,19189,6.906391094,93.09360891
1022,CT,AZD6738,3,17964,6.460994383,93.53900562
1022,CT,AZD6738,1,15699,5.637464953,94.36253505
1022,CT,AZD6738,0.3,47820,17.31631211,82.68368789
1022,CT,AZD6738,0.1,244936,88.98555142,11.01444858
1022,CT,AZD6738,0.03,286325,104.0341428,0
1022,CT,AZD6738,0.01,298264,108.3750337,0
1022,CT,AZD7648,10,114083,41.4088201,58.5911799
1022,CT,AZD7648,3,170896,62.0654106,37.9345894
1022,CT,AZD7648,1,284929,103.5265724,0
1022,CT,AZD7648,0.3,389125,141.4111077,0
1022,CT,AZD7648,0.1,259482,94.27431923,5.725680771
1022,CT,AZD7648,0.03,287353,104.4079125,0
1022,CT,AZD7648,0.01,312363,113.5012772,0
1022,CT,Epirubicin,10,1037,0.306520805,99.6934792
1022,CT,Epirubicin,3,553,0.130543655,99.86945634
1022,CT,Epirubicin,1,1603,0.512312265,99.48768774
1022,CT,Epirubicin,0.3,10265,3.661721501,96.3382785
1022,CT,Epirubicin,0.1,29813,10.76916225,89.23083775
1022,CT,Epirubicin,0.03,83231,30.19136758,69.80863242
1022,CT,Epirubicin,0.01,125336,45.50028883,54.49971117
1022,CT,AZD7762,10,571,0.13708826,99.86291174
1022,CT,AZD7762,3,2172,0.719194492,99.28080551
1022,CT,AZD7762,1,3405,1.167499917,98.83250008
1022,CT,AZD7762,0.3,6673,2.355709266,97.64429073
1022,CT,AZD7762,0.1,20375,7.337607829,92.66239217
1022,CT,AZD7762,0.03,91979,33.37204548,66.62795452
1022,CT,AZD7762,0.01,264477,96.09044704,3.909552957
1022,CT,JQ1,10,875,0.247619362,99.75238064
1022,CT,JQ1,3,975,0.283978277,99.71602172
1022,CT,JQ1,1,1525,0.483952311,99.51604769
1022,CT,JQ1,0.3,8888,3.161059238,96.83894076
1022,CT,JQ1,0.1,147139,53.42762311,46.57237689
1022,CT,JQ1,0.03,214430,77.89390075,22.10609925
1022,CT,JQ1,0.01,279655,101.6090032,0
1022,CT,AZD0156,10,32839,11.86938302,88.13061698
1022,CT,AZD0156,3,38568,13.95238527,86.04761473
1022,CT,AZD0156,1,40196,14.54430841,85.45569159
1022,CT,AZD0156,0.3,62500,22.65380086,77.34619914
1022,CT,AZD0156,0.1,86138,31.24832124,68.75167876
1022,CT,AZD0156,0.03,237923,86.4357007,13.5642993
1022,CT,AZD0156,0.01,331222,120.358205,0
1022,CT,AZD0156,10,34096,12.32641459,87.67358541
1022,CT,AZD0156,3,45922,16.6262199,83.3737801
1022,CT,AZD0156,1,55645,20.16139722,79.83860278
1022,CT,AZD0156,0.3,62352,22.59998967,77.40001033
1022,CT,AZD0156,0.1,81909,29.71070272,70.28929728
1022,CT,AZD0156,0.03,209309,76.0319607,23.9680393
1022,CT,AZD0156,0.01,237013,86.10483457,13.89516543
1022,CT,AZD6738,10,20193,7.271434603,92.7285654
1022,CT,AZD6738,3,13817,4.953190169,95.04680983
1022,CT,AZD6738,1,23680,8.539269977,91.46073002
1022,CT,AZD6738,0.3,46149,16.70875464,83.29124536
1022,CT,AZD6738,0.1,207527,75.38404483,24.61595517
1022,CT,AZD6738,0.03,262533,95.38362973,4.616370268
1022,CT,AZD6738,0.01,290805,105.6630222,0
1022,CT,AZD7648,10,122618,44.51205351,55.48794649
1022,CT,AZD7648,3,157088,57.04497158,42.95502842
1022,CT,AZD7648,1,196003,71.19404344,28.80595656
1022,CT,AZD7648,0.3,211962,76.99656272,23.00343728
1022,CT,AZD7648,0.1,391386,142.2331828,0
1022,CT,AZD7648,0.03,280069,101.7595291,0
1022,CT,AZD7648,0.01,333202,121.0781115,0
1022,CT,Epirubicin,10,568,0.135997492,99.86400251
1022,CT,Epirubicin,3,549,0.129089299,99.8709107
1022,CT,Epirubicin,1,2390,0.798456928,99.20154307
1022,CT,Epirubicin,0.3,4614,1.607079202,98.3929208
1022,CT,Epirubicin,0.1,23547,8.490912619,91.50908738
1022,CT,Epirubicin,0.03,47787,17.30431367,82.69568633
1022,CT,Epirubicin,0.01,114057,41.39936678,58.60063322
1022,CT,AZD7762,10,619,0.154540539,99.84545946
1022,CT,AZD7762,3,2724,0.919895704,99.0801043
1022,CT,AZD7762,1,2321,0.773369276,99.22663072
1022,CT,AZD7762,0.3,5575,1.956488377,98.04351162
1022,CT,AZD7762,0.1,21523,7.755008175,92.24499182
1022,CT,AZD7762,0.03,77116,27.96801991,72.03198009
1022,CT,AZD7762,0.01,224480,81.54797173,18.45202827
1022,CT,JQ1,10,777,0.211987625,99.78801237
1022,CT,JQ1,3,689,0.17999178,99.82000822
1022,CT,JQ1,1,970,0.282160332,99.71783967
1022,CT,JQ1,0.3,6274,2.210637195,97.78936281
1022,CT,JQ1,0.1,51604,18.69213346,81.30786654
1022,CT,JQ1,0.03,206306,74.94010247,25.05989753
1022,CT,JQ1,0.01,348740,126.7275598,0
1022,CT,JQ1,10,744,0.199989183,99.80001082
1022,CT,JQ1,3,563,0.134179547,99.86582045
1022,CT,JQ1,1,717,0.190172276,99.80982772
1022,CT,JQ1,0.3,5094,1.781601995,98.218398
1022,CT,JQ1,0.1,82628,29.97212332,70.02787668
1022,CT,JQ1,0.03,307595,111.7676841,0
1022,CT,JQ1,0.01,137059,49.76264446,50.23735554
1022,CT,AZD0156,10,32404,11.71122174,88.28877826
1022,CT,AZD0156,3,40426,14.62793392,85.37206608
1022,CT,AZD0156,1,49435,17.90350859,82.09649141
1022,CT,AZD0156,0.3,55117,19.96942215,80.03057785
1022,CT,AZD0156,0.1,75324,27.31646815,72.68353185
1022,CT,AZD0156,0.03,192447,69.90112042,30.09887958
1022,CT,AZD0156,0.01,271278,98.56321687,1.436783133
1022,CT,AZD6738,10,19683,7.086004136,92.91399586
1022,CT,AZD6738,3,17516,6.298106443,93.70189356
1022,CT,AZD6738,1,18312,6.587523408,93.41247659
1022,CT,AZD6738,0.3,47964,17.36866895,82.63133105
1022,CT,AZD6738,0.1,195546,71.0278832,28.9721168
1022,CT,AZD6738,0.03,176605,64.14114107,35.85885893
1022,CT,AZD6738,0.01,272447,98.98825259,1.011747414
1022,CT,AZD7648,10,70101,25.41744201,74.58255799
1022,CT,AZD7648,3,199170,72.34553028,27.65446972
1022,CT,AZD7648,1,166774,60.56669611,39.43330389
1022,CT,AZD7648,0.3,245050,89.02700058,10.97299942
1022,CT,AZD7648,0.1,292047,106.1146,0
1022,CT,AZD7648,0.03,326998,118.8224044,0
1022,CT,AZD7648,0.01,274320,99.66925507,0.330744932
1022,CT,Epirubicin,10,432,0.086549368,99.91345063
1022,CT,Epirubicin,3,901,0.25707268,99.74292732
1022,CT,Epirubicin,1,894,0.254527556,99.74547244
1022,CT,Epirubicin,0.3,4861,1.696885723,98.30311428
1022,CT,Epirubicin,0.1,22381,8.066967668,91.93303233
1022,CT,Epirubicin,0.03,65729,23.82783023,76.17216977
1022,CT,Epirubicin,0.01,118162,42.89190025,57.10809975
1022,CT,AZD7762,10,435,0.087640135,99.91235986
1022,CT,AZD7762,3,964,0.279978797,99.7200212
1022,CT,AZD7762,1,3454,1.185315786,98.81468421
1022,CT,AZD7762,0.3,8101,2.874914575,97.12508542
1022,CT,AZD7762,0.1,14088,5.051722829,94.94827717
1022,CT,AZD7762,0.03,81714,29.63980283,70.36019717
1022,CT,AZD7762,0.01,199677,72.52986999,27.47013001
1022,CTO,Paclitaxel,10,25716,9.008057432,90.99194257
1022,CTO,Paclitaxel,3,31018,10.87935279,89.12064721
1022,CTO,Paclitaxel,1,36381,12.77217757,87.22782243
1022,CTO,Paclitaxel,0.3,41853,14.70347297,85.29652703
1022,CTO,Paclitaxel,0.1,60311,21.21806551,78.78193449
1022,CTO,Paclitaxel,0.03,180451,63.62044651,36.37955349
1022,CTO,Paclitaxel,0.01,238089,83.96328351,16.03671649
1022,CTO,Carboplatin,10,28506,9.992763966,90.00723603
1022,CTO,Carboplatin,3,67318,23.69112597,76.30887403
1022,CTO,Carboplatin,1,170846,60.23044427,39.76955573
1022,CTO,Carboplatin,0.3,265943,93.79411354,6.20588646
1022,CTO,Carboplatin,0.1,348505,122.9336622,0
1022,CTO,Carboplatin,0.03,332264,117.2015408,0
1022,CTO,Carboplatin,0.01,318220,112.2448316,0
1022,CTO,Olaparib,10,120582,42.49019724,57.50980276
1022,CTO,Olaparib,3,201338,70.99233374,29.00766626
1022,CTO,Olaparib,1,275687,97.23317464,2.76682536
1022,CTO,Olaparib,0.3,300401,105.9557686,0
1022,CTO,Olaparib,0.1,298598,105.3194153,0
1022,CTO,Olaparib,0.03,287527,101.4120009,0
1022,CTO,Olaparib,0.01,293793,103.6235318,0
1022,CTO,AZD1775,10,2430,0.789463758,99.21053624
1022,CTO,AZD1775,3,14591,5.081584245,94.91841575
1022,CTO,AZD1775,1,13411,4.665113381,95.33488662
1022,CTO,AZD1775,0.3,23681,8.289821662,91.71017834
1022,CTO,AZD1775,0.1,93458,32.91701443,67.08298557
1022,CTO,AZD1775,0.03,249644,88.0415215,11.9584785
1022,CTO,AZD1775,0.01,325906,114.9575393,0
1022,CTO,BMN-673,10,60005,21.11006544,78.88993456
1022,CTO,BMN-673,3,67025,23.58771414,76.41228586
1022,CTO,BMN-673,1,66352,23.35018457,76.64981543
1022,CTO,BMN-673,0.3,87204,30.70971885,69.29028115
1022,CTO,BMN-673,0.1,112331,39.57807766,60.42192234
1022,CTO,BMN-673,0.03,150085,52.90302766,47.09697234
1022,CTO,BMN-673,0.01,193784,68.32621433,31.67378567
1022,CTO,AZD8055,10,4652,1.573699571,98.42630043
1022,CTO,AZD8055,3,5225,1.775934999,98.224065
1022,CTO,AZD8055,1,6747,2.313111825,97.68688818
1022,CTO,AZD8055,0.3,25532,8.943116212,91.05688379
1022,CTO,AZD8055,0.1,105081,37.01925244,62.98074756
1022,CTO,AZD8055,0.03,217044,76.53563153,23.46436847
1022,CTO,AZD8055,0.01,253942,89.55846368,10.44153632
1022,CTO,AZD8055,10,4185,1.408875932,98.59112407
1022,CTO,AZD8055,3,3892,1.305464099,98.6945359
1022,CTO,AZD8055,1,9390,3.245935972,96.75406403
1022,CTO,AZD8055,0.3,26712,9.359587076,90.64041292
1022,CTO,AZD8055,0.1,69140,24.33418522,75.66581478
1022,CTO,AZD8055,0.03,323971,114.2745977,0
1022,CTO,AZD8055,0.01,342145,120.6889549,0
1022,CTO,Paclitaxel,10,28202,9.885469777,90.11453022
1022,CTO,Paclitaxel,3,30573,10.72229386,89.27770614
1022,CTO,Paclitaxel,1,31376,11.00570581,88.99429419
1022,CTO,Paclitaxel,0.3,44089,15.49264996,84.50735004
1022,CTO,Paclitaxel,0.1,94472,33.27489702,66.72510298
1022,CTO,Paclitaxel,0.03,192100,67.731861,32.268139
1022,CTO,Paclitaxel,0.01,303065,106.8960046,0
1022,CTO,Carboplatin,10,24587,8.60958658,91.39041342
1022,CTO,Carboplatin,3,68058,23.95230262,76.04769738
1022,CTO,Carboplatin,1,175706,61.94573952,38.05426048
1022,CTO,Carboplatin,0.3,281818,99.39705842,0.602941575
1022,CTO,Carboplatin,0.1,299101,105.4969448,0
1022,CTO,Carboplatin,0.03,325505,114.8160098,0
1022,CTO,Carboplatin,0.01,279284,98.50270489,1.497295109
1022,CTO,Olaparib,10,108836,38.34454743,61.65545257
1022,CTO,Olaparib,3,188189,66.35150714,33.64849286
1022,CTO,Olaparib,1,295757,104.3167087,0
1022,CTO,Olaparib,0.3,311760,109.9648301,0
1022,CTO,Olaparib,0.1,312215,110.1254185,0
1022,CTO,Olaparib,0.03,279331,98.51929314,1.480706862
1022,CTO,Olaparib,0.01,332873,117.4164821,0
1022,CTO,AZD1775,10,5691,1.940405696,98.0595943
1022,CTO,AZD1775,3,14893,5.188172551,94.81182745
1022,CTO,AZD1775,1,12452,4.326642569,95.67335743
1022,CTO,AZD1775,0.3,33670,11.81535341,88.18464659
1022,CTO,AZD1775,0.1,185109,65.2644476,34.7355524
1022,CTO,AZD1775,0.03,270032,95.23729097,4.762709034
1022,CTO,AZD1775,0.01,266356,93.93987834,6.060121657
1022,CTO,BMN-673,10,63957,22.50488989,77.49511011
1022,CTO,BMN-673,3,75611,26.61806909,73.38193091
1022,CTO,BMN-673,1,71252,25.07959748,74.92040252
1022,CTO,BMN-673,0.3,94193,33.17642637,66.82357363
1022,CTO,BMN-673,0.1,114189,40.2338428,59.7661572
1022,CTO,BMN-673,0.03,152303,53.6858517,46.3141483
1022,CTO,BMN-673,0.01,210178,74.11233581,25.88766419
1022,CTO,BMN-673,10,53332,18.75488741,81.24511259
1022,CTO,BMN-673,3,53421,18.7862992,81.2137008
1022,CTO,BMN-673,1,75997,26.75430447,73.24569553
1022,CTO,BMN-673,0.3,96503,33.99172102,66.00827898
1022,CTO,BMN-673,0.1,111955,39.44537169,60.55462831
1022,CTO,BMN-673,0.03,131750,46.4318469,53.5681531
1022,CTO,BMN-673,0.01,205723,72.53998183,27.46001817
1022,CTO,AZD8055,10,4408,1.487581867,98.51241813
1022,CTO,AZD8055,3,5362,1.824287972,98.17571203
1022,CTO,AZD8055,1,10036,3.473936122,96.52606388
1022,CTO,AZD8055,0.3,23599,8.260880467,91.73911953
1022,CTO,AZD8055,0.1,166447,58.67785501,41.32214499
1022,CTO,AZD8055,0.03,347591,122.6110738,0
1022,CTO,AZD8055,0.01,291866,102.9434137,0
1022,CTO,Paclitaxel,10,28775,10.08770521,89.91229479
1022,CTO,Paclitaxel,3,27467,9.626057841,90.37394216
1022,CTO,Paclitaxel,1,27598,9.672293165,90.32770683
1022,CTO,Paclitaxel,0.3,57487,20.22135897,79.77864103
1022,CTO,Paclitaxel,0.1,84293,29.68230641,70.31769359
1022,CTO,Paclitaxel,0.03,204625,72.15245216,27.84754784
1022,CTO,Paclitaxel,0.01,354211,124.9475459,0
1022,CTO,Carboplatin,10,12720,4.421230867,95.57876913
1022,CTO,Carboplatin,3,67930,23.90712612,76.09287388
1022,CTO,Carboplatin,1,168033,59.23762008,40.76237992
1022,CTO,Carboplatin,0.3,274973,96.98117447,3.018825527
1022,CTO,Carboplatin,0.1,430352,151.8208578,0
1022,CTO,Carboplatin,0.03,366077,129.1355487,0
1022,CTO,Carboplatin,0.01,345114,121.7368379,0
1022,CTO,Olaparib,10,113983,40.16113687,59.83886313
1022,CTO,Olaparib,3,224204,79.06269203,20.93730797
1022,CTO,Olaparib,1,196578,69.31233263,30.68766737
1022,CTO,Olaparib,0.3,328481,115.8663634,0
1022,CTO,Olaparib,0.1,269565,95.07246733,4.927532673
1022,CTO,Olaparib,0.03,305401,107.7204757,0
1022,CTO,Olaparib,0.01,246333,86.87293249,13.12706751
1022,CTO,AZD1775,10,2997,0.989581537,99.01041846
1022,CTO,AZD1775,3,13733,4.778760515,95.22123948
1022,CTO,AZD1775,1,14365,5.001819486,94.99818051
1022,CTO,AZD1775,0.3,41840,14.69888473,85.30111527
1022,CTO,AZD1775,0.1,133495,47.04772966,52.95227034
1022,CTO,AZD1775,0.03,280875,99.06423467,0.935765325
1022,CTO,AZD1775,0.01,392344,138.4062607,0
1022,CTO,AZD6738,10,18560,6.482408702,93.5175913
1022,CTO,AZD6738,3,10031,3.472171415,96.52782858
1022,CTO,AZD6738,1,14336,4.991584186,95.00841581
1022,CTO,AZD6738,0.3,28548,10.00758751,89.99241249
1022,CTO,AZD6738,0.1,211660,74.63539498,25.36460502
1022,CTO,AZD6738,0.03,228610,80.61775188,19.38224812
1022,CTO,AZD6738,0.01,332515,117.2901291,0
1022,CTO,AZD7648,10,126414,44.54855154,55.45144846
1022,CTO,AZD7648,3,218086,76.90339648,23.09660352
1022,CTO,AZD7648,1,278334,98.16741055,1.832589448
1022,CTO,AZD7648,0.3,274757,96.90493913,3.095060872
1022,CTO,AZD7648,0.1,361928,127.6711948,0
1022,CTO,AZD7648,0.03,281848,99.40764667,0.592353333
1022,CTO,AZD7648,0.01,370273,130.6164908,0
1022,CTO,Epirubicin,10,930,0.260051643,99.73994836
1022,CTO,Epirubicin,3,1774,0.557934193,99.44206581
1022,CTO,Epirubicin,1,4384,1.479111273,98.52088873
1022,CTO,Epirubicin,0.3,14979,5.218525512,94.78147449
1022,CTO,Epirubicin,0.1,35935,12.6147657,87.3852343
1022,CTO,Epirubicin,0.03,85407,30.07548314,69.92451686
1022,CTO,Epirubicin,0.01,171423,60.43409146,39.56590854
1022,CTO,AZD7762,10,620,0.150639806,99.84936019
1022,CTO,AZD7762,3,4140,1.392993569,98.60700643
1022,CTO,AZD7762,1,2468,0.802875531,99.19712447
1022,CTO,AZD7762,0.3,7924,2.728523864,97.27147614
1022,CTO,AZD7762,0.1,34142,11.98194175,88.01805825
1022,CTO,AZD7762,0.03,99501,35.04983937,64.95016063
1022,CTO,AZD7762,0.01,234305,82.62775321,17.37224679
1022,CTO,JQ1,10,1264,0.377934074,99.62206593
1022,CTO,JQ1,3,1222,0.363110534,99.63688947
1022,CTO,JQ1,1,1331,0.401581148,99.59841885
1022,CTO,JQ1,0.3,8035,2.767700361,97.23229964
1022,CTO,JQ1,0.1,58698,20.64877102,79.35122898
1022,CTO,JQ1,0.03,304812,107.5125932,0
1022,CTO,JQ1,0.01,292201,103.0616491,0
1022,CTO,AZD0156,10,24865,8.707704292,91.29229571
1022,CTO,AZD0156,3,31826,11.16452945,88.83547055
1022,CTO,AZD0156,1,54715,19.24300538,80.75699462
1022,CTO,AZD0156,0.3,65475,23.04065495,76.95934505
1022,CTO,AZD0156,0.1,101058,35.59936915,64.40063085
1022,CTO,AZD0156,0.03,252357,88.99905154,11.00094846
1022,CTO,AZD0156,0.01,328257,115.7873046,0
1022,CTO,AZD0156,10,22633,7.919939065,92.08006094
1022,CTO,AZD0156,3,30661,10.7533527,89.2466473
1022,CTO,AZD0156,1,49627,17.44723949,82.55276051
1022,CTO,AZD0156,0.3,53778,18.91229928,81.08770072
1022,CTO,AZD0156,0.1,84502,29.75607116,70.24392884
1022,CTO,AZD0156,0.03,278803,98.33294007,1.667059927
1022,CTO,AZD0156,0.01,414419,146.1974423,0
1022,CTO,AZD6738,10,17819,6.220879117,93.77912088
1022,CTO,AZD6738,3,15848,5.525231598,94.4747684
1022,CTO,AZD6738,1,15187,5.291937326,94.70806267
1022,CTO,AZD6738,0.3,29798,10.44876427,89.55123573
1022,CTO,AZD6738,0.1,215094,75.84739578,24.15260422
1022,CTO,AZD6738,0.03,249443,87.97058027,12.02941973
1022,CTO,AZD6738,0.01,349422,123.2573095,0
1022,CTO,AZD7648,10,114827,40.45901942,59.54098058
1022,CTO,AZD7648,3,219666,77.46104391,22.53895609
1022,CTO,AZD7648,1,368615,130.031314,0
1022,CTO,AZD7648,0.3,286894,101.188589,0
1022,CTO,AZD7648,0.1,341410,120.4295429,0
1022,CTO,AZD7648,0.03,416716,147.0081488,0
1022,CTO,AZD7648,0.01,287967,101.5672952,0
1022,CTO,Epirubicin,10,530,0.118875079,99.88112492
1022,CTO,Epirubicin,3,494,0.106169188,99.89383081
1022,CTO,Epirubicin,1,2936,0.968052111,99.03194789
1022,CTO,Epirubicin,0.3,10979,3.806759872,96.19324013
1022,CTO,Epirubicin,0.1,29491,10.34041125,89.65958875
1022,CTO,Epirubicin,0.03,69823,24.5752442,75.4247558
1022,CTO,Epirubicin,0.01,171943,60.617621,39.382379
1022,CTO,AZD7762,10,726,0.188051595,99.8119484
1022,CTO,AZD7762,3,1433,0.437581172,99.56241883
1022,CTO,AZD7762,1,2345,0.759463738,99.24053626
1022,CTO,AZD7762,0.3,8219,2.83264158,97.16735842
1022,CTO,AZD7762,0.1,31614,11.08970587,88.91029413
1022,CTO,AZD7762,0.03,79722,28.06901122,71.93098878
1022,CTO,AZD7762,0.01,208240,73.42833536,26.57166464
1022,CTO,JQ1,10,1158,0.340522284,99.65947772
1022,CTO,JQ1,3,696,0.177463353,99.82253665
1022,CTO,JQ1,1,1179,0.347934054,99.65206595
1022,CTO,JQ1,0.3,5390,1.834170331,98.16582967
1022,CTO,JQ1,0.1,36598,12.84876586,87.15123414
1022,CTO,JQ1,0.03,256561,90.48281723,9.517182769
1022,CTO,JQ1,0.01,337968,119.2147186,0
1022,CTO,JQ1,10,767,0.202522193,99.79747781
1022,CTO,JQ1,3,655,0.162992755,99.83700725
1022,CTO,JQ1,1,1242,0.370169363,99.62983064
1022,CTO,JQ1,0.3,4125,1.387699448,98.61230055
1022,CTO,JQ1,0.1,42217,14.83194364,85.16805636
1022,CTO,JQ1,0.03,312461,110.2122421,0
1022,CTO,JQ1,0.01,290441,102.4404722,0
1022,CTO,AZD0156,10,21110,7.382409297,92.6175907
1022,CTO,AZD0156,3,32487,11.39782372,88.60217628
1022,CTO,AZD0156,1,50202,17.6501808,82.3498192
1022,CTO,AZD0156,0.3,50559,17.77618088,82.22381912
1022,CTO,AZD0156,0.1,75681,26.64277498,73.35722502
1022,CTO,AZD0156,0.03,242801,85.62634343,14.37365657
1022,CTO,AZD0156,0.01,295211,104.1240027,0
1022,CTO,AZD6738,10,17485,6.102996686,93.89700331
1022,CTO,AZD6738,3,12054,4.186171888,95.81382811
1022,CTO,AZD6738,1,13162,4.57723097,95.42276903
1022,CTO,AZD6738,0.3,28377,9.947234524,90.05276548
1022,CTO,AZD6738,0.1,193364,68.17797894,31.82202106
1022,CTO,AZD6738,0.03,251199,88.59034539,11.40965461
1022,CTO,AZD6738,0.01,310844,109.6415358,0
1022,CTO,AZD7648,10,50214,17.65441609,82.34558391
1022,CTO,AZD7648,3,168074,59.25209068,40.74790932
1022,CTO,AZD7648,1,315070,111.1330662,0
